times,EcellV,ImA,EnergyChargeWh,QChargemAh,EnergyDischargeWh,QDischargemAh,TemperatureC,cycleNumber,Ns
138574.795191294,3.7138071,-4315.686,7.01872324647985,0.0,-3.84544696339734,1016.49896791694,28.761692,18,5
138575.795191398,3.7134132,-4317.6563,7.01872324647985,0.0,-3.84989991666054,1017.69812162733,28.706345,18,5
138576.795191503,3.7130194,-4312.9277,7.01872324647985,0.0,-3.85435236754248,1018.89726723823,28.737974,18,5
138577.795191607,3.7126257,-4318.0503,7.01872324647985,0.0,-3.85880495306927,1020.09657625461,28.453316,18,5
138578.795191711,3.7123499,-4318.8384,7.01872324647985,0.0,-3.86325811472107,1021.29612957845,28.63518,18,5
138579.795191816,3.7118773,-4317.853,7.01872324647985,0.0,-3.8677108858484,1022.49573040365,28.832857,18,5
138580.79519192,3.7114835,-4319.6265,7.01872324647985,0.0,-3.87216327427978,1023.69535542074,28.643089,18,5
138581.795192024,3.7112472,-4318.8384,7.01872324647985,0.0,-3.87661609090585,1024.89517218831,28.603554,18,5
138582.795192129,3.7108929,-4321.3994,7.01872324647985,0.0,-3.88106930012773,1026.09520930149,28.61146,18,5
138583.795192233,3.7104204,-4318.6416,7.01872324647985,0.0,-3.88552185373311,1027.295222551,28.904022,18,5
138584.795192337,3.7101445,-4319.8237,7.01872324647985,0.0,-3.88997445436698,1028.49533769748,28.492851,18,5
138585.795192441,3.7097113,-4320.021,7.01872324647985,0.0,-3.89442730253351,1029.69565971463,28.682625,18,5
138586.795192546,3.7093964,-4321.3999,7.01872324647985,0.0,-3.89888035408506,1030.89613847629,28.785416,18,5
138587.79519265,3.7090814,-4322.582,7.01872324647985,0.0,-3.90333297963471,1032.09660432102,28.817045,18,5
138588.795192754,3.7086875,-4321.9907,7.01872324647985,0.0,-3.90778568765999,1033.29721989529,28.769602,18,5
138589.795192859,3.7082937,-4324.1577,7.01872324647985,0.0,-3.9122386843007,1034.49804081977,28.706345,18,5
138590.795192963,3.7078998,-4323.1729,7.01872324647985,0.0,-3.91669154605739,1035.69895292264,28.666809,18,5
